,Unnamed: 0,nctid,CUI,standard_name,measure_type,measure_id,standard_measuer_id
1572,3445,NCT04394013,0,Non-Mindfulness intervention,Comparator,intervention_3446,standard_inter_1164
1573,3447,NCT04394078,0,Online survey,Comparator,intervention_3448,standard_inter_1022
1574,3448,NCT04394104,0,Survey,Comparator,intervention_3449,standard_inter_554
1575,3449,NCT04394117,0,Angiotensin Receptor Blockers,Comparator,intervention_3450,standard_inter_1166
1576,3450,NCT04394117,C0032042,Placebo,Comparator,intervention_3451,standard_inter_4
1577,3462,NCT04394195,0,measurement of circulating sFlt1 concentration,Comparator,intervention_3463,standard_inter_1171
1578,3463,NCT04394208,C0032042,Placebo,Comparator,intervention_3464,standard_inter_4
1579,3465,NCT04394377,C0019134,heparin,Comparator,intervention_3466,standard_inter_420
1580,3466,NCT04394377,C0206460,enoxaparin,Comparator,intervention_3467,standard_inter_439
1581,3470,NCT04394416,C0032042,Placebo,Comparator,intervention_3471,standard_inter_4
1582,3474,NCT04394455,0,Crisis intervention therapy,Comparator,intervention_3475,standard_inter_1176
1583,3482,NCT04395144,C2936643,Standard of Care,Comparator,intervention_3483,standard_inter_43
1584,3485,NCT04395170,C2936643,Standard of Care,Comparator,intervention_3486,standard_inter_43
1585,3486,NCT04395300,0,Web Based Survey,Comparator,intervention_3487,standard_inter_1179
1586,3487,NCT04395430,0,Usual Care,Comparator,intervention_3488,standard_inter_49
1587,3491,NCT04395456,C0017725,glucose,Comparator,intervention_3492,standard_inter_245
1588,3492,NCT04395482,0,Lung CT scan analysis in COVID-19 patients,Comparator,intervention_3493,standard_inter_1182
1589,3495,NCT04395742,0,Data collection,Comparator,intervention_3496,standard_inter_422
1590,3496,NCT04395742,0,Data collection,Comparator,intervention_3497,standard_inter_422
1591,3497,NCT04395755,0,Generalized Anxiety Disorder-7 (GAD-7),Comparator,intervention_3498,standard_inter_1185
1592,3498,NCT04395755,0,Patient Health Questionnaire-9 (PHQ-9),Comparator,intervention_3499,standard_inter_1186
1593,3505,NCT04395768,C0020336,Hydroxychloroquine,Comparator,intervention_3506,standard_inter_16
1594,3506,NCT04395768,0,Azithromycin,Comparator,intervention_3507,standard_inter_51
1595,3507,NCT04395768,C0772239,Zinc Citrate,Comparator,intervention_3508,standard_inter_1187
1596,3508,NCT04395768,C3265062,Vitamin D3,Comparator,intervention_3509,standard_inter_1077
1597,3509,NCT04395768,C0042845,Vitamin B12,Comparator,intervention_3510,standard_inter_1188
1598,3512,NCT04395794,0,SARS-CoV-2-test,Comparator,intervention_3513,standard_inter_1189
1599,3513,NCT04395794,0,SARS-CoV-2 questionnaire survey,Comparator,intervention_3514,standard_inter_1190
1600,3514,NCT04395807,0,Helmet CPAP,Comparator,intervention_3515,standard_inter_1191
1601,3515,NCT04395807,0,HFNC,Comparator,intervention_3516,standard_inter_1192
1602,3516,NCT04395859,0,Questionnaire,Comparator,intervention_3517,standard_inter_497
1603,3517,NCT04395859,0,Data collection up to 1 year,Comparator,intervention_3518,standard_inter_1193
1604,3518,NCT04395872,0,Psychiatric counseling,Comparator,intervention_3519,standard_inter_1194
1605,3519,NCT04395885,0,Electronic questionnaire,Comparator,intervention_3520,standard_inter_1195
1606,3520,NCT04395885,0,Electronic questionnaire,Comparator,intervention_3521,standard_inter_1195
1607,3521,NCT04395911,0,SCD,Comparator,intervention_3522,standard_inter_1196
1608,3522,NCT04395924,0,"Diagnosis of SARS-Cov2 by RT-PCR and : IgG, Ig M serologies in the amniotoc fluid, the blood cord and the placenta",Comparator,intervention_3523,standard_inter_1197
1609,3525,NCT04396067,C2986498,Aerosolize,Comparator,intervention_3526,standard_inter_572
1610,3526,NCT04396067,C2986498,Aerosolize,Comparator,intervention_3527,standard_inter_572
1611,3527,NCT04396067,C0032042,Placebo,Comparator,intervention_3528,standard_inter_4
1612,3528,NCT04396106,0,AT-527,Comparator,intervention_3529,standard_inter_1198
1613,3529,NCT04396106,C0032042,Placebo,Comparator,intervention_3530,standard_inter_4
1614,3530,NCT04396197,0,Physiotherapy,Comparator,intervention_3531,standard_inter_1199
1615,3532,NCT04396314,0,Psychological treatment,Comparator,intervention_3533,standard_inter_1201
1616,3533,NCT04396353,0,Electronic questionnaire,Comparator,intervention_3534,standard_inter_1195
1617,3534,NCT04396353,0,Electronic questionnaire,Comparator,intervention_3535,standard_inter_1195
1618,3535,NCT04396600,0,MinnRAP Peer Support Program,Comparator,intervention_3536,standard_inter_1202
1619,3536,NCT04396600,0,MinnRAP Peer Support Program,Comparator,intervention_3537,standard_inter_1202
1620,3543,NCT04397328,C0032042,Placebo,Comparator,intervention_3544,standard_inter_4
1621,3544,NCT04397380,0,Thermography,Comparator,intervention_3545,standard_inter_1203
1622,3545,NCT04397380,0,Tympanic Temperature,Comparator,intervention_3546,standard_inter_1204
1623,3546,NCT04397471,0,Bone Marrow Harvest,Comparator,intervention_3547,standard_inter_1205
1624,3548,NCT04397497,C0032042,Placebo,Comparator,intervention_3549,standard_inter_4
1625,3550,NCT04397510,0,0.9% Sodium-chloride,Comparator,intervention_3551,standard_inter_1207
1626,3551,NCT04397523,C5383282,Convalescent plasma,Comparator,intervention_3552,standard_inter_220
1627,3553,NCT04397562,C0032042,Placebo,Comparator,intervention_3554,standard_inter_4
1628,3560,NCT04397718,0,Saline,Comparator,intervention_3561,standard_inter_414
1629,3565,NCT04397796,C0032042,Placebo,Comparator,intervention_3566,standard_inter_4
1630,3566,NCT04397822,0,Blood samples,Comparator,intervention_3567,standard_inter_545
1631,3567,NCT04397822,0,Blood samples,Comparator,intervention_3568,standard_inter_545
1632,3572,NCT04398147,C0032042,Placebo,Comparator,intervention_3573,standard_inter_4
1633,3574,NCT04398147,C0032042,Placebo,Comparator,intervention_3575,standard_inter_4
1634,3576,NCT04398147,C0032042,Placebo,Comparator,intervention_3577,standard_inter_4
1635,3578,NCT04398147,C0032042,Placebo,Comparator,intervention_3579,standard_inter_4
1636,3580,NCT04398147,C0032042,Placebo,Comparator,intervention_3581,standard_inter_4
1637,3582,NCT04398147,C0032042,Placebo,Comparator,intervention_3583,standard_inter_4
1638,3584,NCT04398147,C0032042,Placebo,Comparator,intervention_3585,standard_inter_4
1639,3586,NCT04398147,C0032042,Placebo,Comparator,intervention_3587,standard_inter_4
1640,3588,NCT04398147,C0032042,Placebo,Comparator,intervention_3589,standard_inter_4
1641,3590,NCT04398147,C0032042,Placebo,Comparator,intervention_3591,standard_inter_4
1642,3592,NCT04398147,C0032042,Placebo,Comparator,intervention_3593,standard_inter_4
1643,3594,NCT04398147,C0032042,Placebo,Comparator,intervention_3595,standard_inter_4
1644,3596,NCT04398147,C0032042,Placebo,Comparator,intervention_3597,standard_inter_4
1645,3598,NCT04398147,C0032042,Placebo,Comparator,intervention_3599,standard_inter_4
1646,3599,NCT04398277,0,Daily Coping Toolkit,Comparator,intervention_3600,standard_inter_1216
1647,3600,NCT04398277,0,Daily Coping Toolkit,Comparator,intervention_3601,standard_inter_1216
1648,3603,NCT04398290,C0301294,Nitrogen gas,Comparator,intervention_3604,standard_inter_1218
1649,3604,NCT04398290,C0350411,Oxygen gas,Comparator,intervention_3605,standard_inter_1217
1650,3607,NCT04398303,C0032042,Placebo,Comparator,intervention_3608,standard_inter_4
1651,3610,NCT04399109,0,TCC-COVID mHealth solution,Comparator,intervention_3611,standard_inter_1223
1652,3613,NCT04399252,C0032042,Placebo,Comparator,intervention_3614,standard_inter_4
1653,3616,NCT04399356,C0028017,Niclosamide,Comparator,intervention_3617,standard_inter_861
1654,3617,NCT04399356,C4304388,Telehealth monitoring,Comparator,intervention_3618,standard_inter_1226
1655,3618,NCT04399356,C0032042,Placebo,Comparator,intervention_3619,standard_inter_4
1656,3619,NCT04399356,C4304388,Telehealth monitoring,Comparator,intervention_3620,standard_inter_1226
1657,3620,NCT04399603,0,No Intervention,Comparator,intervention_3621,standard_inter_214
1658,3621,NCT04399603,0,No Intervention,Comparator,intervention_3622,standard_inter_214
1659,3622,NCT04399681,0,Bedside lung ultrasound,Comparator,intervention_3623,standard_inter_1227
1660,3630,NCT04399889,0,human cord tissue mesenchymal stromal cells,Comparator,intervention_3631,standard_inter_1228
1661,3642,NCT04399980,C2987425,Mavrilimumab,Comparator,intervention_3643,standard_inter_1206
1662,3643,NCT04399980,C0032042,Placebo,Comparator,intervention_3644,standard_inter_4
1663,3650,NCT04400058,C0032042,Placebo,Comparator,intervention_3651,standard_inter_4
1664,3656,NCT04400305,0,Digital Health Online Platform,Comparator,intervention_3657,standard_inter_1242
1665,3689,NCT04400838,0,MenACWY vaccine,Comparator,intervention_3690,standard_inter_1252
1666,3690,NCT04400838,0,Two dose MenACWY vaccine,Comparator,intervention_3691,standard_inter_1253
1667,3691,NCT04400838,0,Two dose MenACWY vaccine min. 4 weeks apart,Comparator,intervention_3692,standard_inter_1254
1668,3692,NCT04400877,0,Diagnostic examination for venous thromboembolism,Comparator,intervention_3693,standard_inter_1255
1669,3693,NCT04400877,0,Diagnostic examination for venous thromboembolism,Comparator,intervention_3694,standard_inter_1255
1670,3694,NCT04400890,C0073096,Resveratrol,Comparator,intervention_3695,standard_inter_1256
1671,3695,NCT04400890,C3265062,Vitamin D3,Comparator,intervention_3696,standard_inter_1077
1672,3696,NCT04400890,C3265062,Vitamin D3,Comparator,intervention_3697,standard_inter_1077
1673,3698,NCT04400929,C0445115,Normal saline,Comparator,intervention_3699,standard_inter_227
1674,3702,NCT04401033,0,Gastrointestinal endoscopy,Comparator,intervention_3703,standard_inter_1257
1675,3703,NCT04401033,0,Abdominal ultrasound,Comparator,intervention_3704,standard_inter_1258
1676,3704,NCT04401033,0,Telephonic medical visit,Comparator,intervention_3705,standard_inter_1259
1677,3706,NCT04401085,0,SARS-CoV-2 diagnostic rapid test,Comparator,intervention_3707,standard_inter_1261
1678,3707,NCT04401085,0,SARS-CoV-2 diagnostic rapid test,Comparator,intervention_3708,standard_inter_1261
1679,3708,NCT04401085,0,Quantitative analysis of SARS-CoV-2 antibodies,Comparator,intervention_3709,standard_inter_1262
1680,3709,NCT04401085,0,SARS-CoV-2 diagnostic rapid test,Comparator,intervention_3710,standard_inter_1261
1681,3711,NCT04401124,0,No Intervention,Comparator,intervention_3712,standard_inter_214
1682,3712,NCT04401124,0,No Intervention,Comparator,intervention_3713,standard_inter_214
1683,3714,NCT04401150,0,Control,Comparator,intervention_3715,standard_inter_46
1684,3717,NCT04401228,0,"predict admission of covid-19 patients to ICU and death with routine and quickly avalaible clinical, biological and radiological variables?",Comparator,intervention_3718,standard_inter_1264
1685,3718,NCT04401228,0,"predict admission of covid-19 patients to ICU and death with routine and quickly avalaible clinical, biological and radiological variables?",Comparator,intervention_3719,standard_inter_1264
1686,3720,NCT04401293,C0206460,enoxaparin,Comparator,intervention_3721,standard_inter_439
1687,3723,NCT04401410,0,Routine care (no SARS-CoVSTs),Comparator,intervention_3724,standard_inter_1267
1688,3725,NCT04401423,C0032042,Placebo,Comparator,intervention_3726,standard_inter_4
1689,3733,NCT04401527,C0037532,Sodium Nitrite,Comparator,intervention_3734,standard_inter_1270
1690,3734,NCT04401527,C0445115,Normal Saline,Comparator,intervention_3735,standard_inter_227
1691,3737,NCT04401579,C0032042,Placebo,Comparator,intervention_3738,standard_inter_4
1692,3738,NCT04401579,0,Remdesivir,Comparator,intervention_3739,standard_inter_77
1693,3741,NCT04402060,0,Vehicle Control,Comparator,intervention_3742,standard_inter_1273
1694,3743,NCT04402203,C2936643,Standard of Care,Comparator,intervention_3744,standard_inter_43
1695,3744,NCT04402814,0,Clungene rapid test cassette,Comparator,intervention_3745,standard_inter_1274
1696,3745,NCT04402814,0,Clungene rapid test cassette,Comparator,intervention_3746,standard_inter_1274
1697,3746,NCT04402827,0,Susceptibility to infection,Comparator,intervention_3747,standard_inter_1275
1698,3747,NCT04402827,0,Susceptibility to infection,Comparator,intervention_3748,standard_inter_1275
1699,3749,NCT04402853,0,Tears swab,Comparator,intervention_3750,standard_inter_1277
1700,3758,NCT04402892,0,"35 ml blood, 5 tubes LITHIUM HEPARINATE at each time (hospitalized Patients )",Comparator,intervention_3759,standard_inter_1278
1701,3759,NCT04402892,0,"35 ml blood, 5 tubes LITHIUM HEPARINATE at each time (cured Patients)",Comparator,intervention_3760,standard_inter_1279
1702,3760,NCT04402918,0,biological samples day of delivery,Comparator,intervention_3761,standard_inter_1280
1703,3762,NCT04402944,C0032042,Placebo,Comparator,intervention_3763,standard_inter_4
1704,3763,NCT04402957,C0032042,Placebo,Comparator,intervention_3764,standard_inter_4
1705,3769,NCT04403009,0,No Intervention,Comparator,intervention_3770,standard_inter_214
1706,3770,NCT04403009,0,No Intervention,Comparator,intervention_3771,standard_inter_214
1707,3771,NCT04403035,0,ID NOW vs. Accula,Comparator,intervention_3772,standard_inter_1283
1708,3772,NCT04403100,C4720172,Hydroxychloroquine Sulfate Tablets,Comparator,intervention_3773,standard_inter_1284
1709,3773,NCT04403100,0,Lopinavir/ Ritonavir Oral Tablet,Comparator,intervention_3774,standard_inter_1285
1710,3774,NCT04403100,C0020336,hydroxychloroquine,Comparator,intervention_3775,standard_inter_16
1711,3775,NCT04403100,C0032042,Placebo,Comparator,intervention_3776,standard_inter_4
1712,3779,NCT04403243,C2936643,Standard of Care,Comparator,intervention_3780,standard_inter_43
1713,3783,NCT04403438,0,"ıt will be compared pain, sleep, fatigue, physical activity level and quality of life and questioning exercise habits before and after the covid-19 outbreak in patients with Behçet and FMF.",Comparator,intervention_3784,standard_inter_1289
1714,3790,NCT04403646,C0032042,Placebo,Comparator,intervention_3791,standard_inter_4
1715,3791,NCT04403672,0,performance evaluation study of RealDetect RT-PCR Kit for COVID-19 detection,Comparator,intervention_3792,standard_inter_1291
1716,3792,NCT04403672,0,performance evaluation study of RealDetect RT-PCR Kit for COVID-19 detection,Comparator,intervention_3793,standard_inter_1291
1717,3795,NCT04403880,0,Sample collection,Comparator,intervention_3796,standard_inter_1292
1718,3796,NCT04403880,0,Sample collection,Comparator,intervention_3797,standard_inter_1292
1719,3797,NCT04403880,0,Sample collection,Comparator,intervention_3798,standard_inter_1292
1720,3799,NCT04404062,0,Membrane-based immunoassay kit,Comparator,intervention_3800,standard_inter_1294
1721,3800,NCT04404062,0,Quantitative antibody Tests,Comparator,intervention_3801,standard_inter_1295
1722,3801,NCT04404062,0,PCR Test,Comparator,intervention_3802,standard_inter_1296
1723,3802,NCT04404179,0,COVID-19 FACILITY,Comparator,intervention_3803,standard_inter_1297
1724,3804,NCT04404218,C0032042,Placebo,Comparator,intervention_3805,standard_inter_4
1725,3806,NCT04404361,C0032042,Placebo,Comparator,intervention_3807,standard_inter_4
1726,3808,NCT04404426,C0032042,Placebo,Comparator,intervention_3809,standard_inter_4
1727,3809,NCT04404608,0,"Complete blood picture, bone marrow aspiration cytology",Comparator,intervention_3810,standard_inter_1301
1728,3810,NCT04404608,0,"Complete blood picture, bone marrow aspiration cytology",Comparator,intervention_3811,standard_inter_1301
1729,3811,NCT04404608,0,"Complete blood picture, bone marrow aspiration cytology",Comparator,intervention_3812,standard_inter_1301
1730,3816,NCT04405076,0,Biological: mRNA-1273,Comparator,intervention_3817,standard_inter_1302
1731,3817,NCT04405076,C0032042,Placebo,Comparator,intervention_3818,standard_inter_4
1732,3818,NCT04405076,0,Biological: mRNA-1273,Comparator,intervention_3819,standard_inter_1302
1733,3819,NCT04405076,C0032042,Placebo,Comparator,intervention_3820,standard_inter_4
1734,3826,NCT04405102,C2936643,Standard of Care,Comparator,intervention_3827,standard_inter_43
1735,3828,NCT04405271,C0032042,Placebo,Comparator,intervention_3829,standard_inter_4
1736,3830,NCT04405310,C0032042,Placebo,Comparator,intervention_3831,standard_inter_4
1737,3832,NCT04405310,C0032042,Placebo,Comparator,intervention_3833,standard_inter_4
1738,3833,NCT04405466,0,Blood sampling,Comparator,intervention_3834,standard_inter_574
1739,3834,NCT04405466,0,Throat swab,Comparator,intervention_3835,standard_inter_1307
1740,3835,NCT04405466,0,Blood sampling,Comparator,intervention_3836,standard_inter_574
1741,3836,NCT04405466,0,Throat swab,Comparator,intervention_3837,standard_inter_1307
1742,3837,NCT04405466,0,Blood sampling,Comparator,intervention_3838,standard_inter_574
1743,3838,NCT04405466,0,Throat swab,Comparator,intervention_3839,standard_inter_1307
1744,3842,NCT04405544,0,CT-scan,Comparator,intervention_3843,standard_inter_948
1745,3843,NCT04405544,0,EEG,Comparator,intervention_3844,standard_inter_1310
1746,3844,NCT04405544,0,EP,Comparator,intervention_3845,standard_inter_1311
1747,3845,NCT04405544,0,Pulse oximetry,Comparator,intervention_3846,standard_inter_1312
1748,3846,NCT04405544,0,Blood tests,Comparator,intervention_3847,standard_inter_1313
1749,3847,NCT04405544,0,CT-scan,Comparator,intervention_3848,standard_inter_948
1750,3848,NCT04405544,0,EEG,Comparator,intervention_3849,standard_inter_1310
1751,3849,NCT04405544,0,EP,Comparator,intervention_3850,standard_inter_1311
1752,3850,NCT04405544,0,Pulse oximetry,Comparator,intervention_3851,standard_inter_1312
1753,3851,NCT04405544,0,Blood tests,Comparator,intervention_3852,standard_inter_1313
1754,3853,NCT04405570,C0032042,Placebo,Comparator,intervention_3854,standard_inter_4
1755,3855,NCT04405739,C0032042,Placebo,Comparator,intervention_3856,standard_inter_4
1756,3857,NCT04405843,C0032042,Placebo,Comparator,intervention_3858,standard_inter_4
1757,3858,NCT04405908,0,SCB-2019,Comparator,intervention_3859,standard_inter_1315
1758,3859,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3860,standard_inter_1316
1759,3860,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3861,standard_inter_1317
1760,3861,NCT04405908,0,SCB-2019,Comparator,intervention_3862,standard_inter_1315
1761,3862,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3863,standard_inter_1316
1762,3863,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3864,standard_inter_1317
1763,3864,NCT04405908,0,SCB-2019,Comparator,intervention_3865,standard_inter_1315
1764,3865,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3866,standard_inter_1316
1765,3866,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3867,standard_inter_1317
1766,3867,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3868,standard_inter_1316
1767,3868,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3869,standard_inter_1317
1768,3869,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3870,standard_inter_1316
1769,3870,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3871,standard_inter_1317
1770,3871,NCT04405908,0,SCB-2019 with AS03 adjuvant,Comparator,intervention_3872,standard_inter_1316
1771,3872,NCT04405908,0,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,Comparator,intervention_3873,standard_inter_1317
1772,3875,NCT04405921,C0020336,hydroxychloroquine,Comparator,intervention_3876,standard_inter_16
1773,3876,NCT04405934,0,Use of virus (Covid-19) genome sequence report to inform infection prevention control procedures,Comparator,intervention_3877,standard_inter_1319
1774,3877,NCT04405973,0,vv-ECMO,Comparator,intervention_3878,standard_inter_1320
1775,3884,NCT04406181,0,HADS,Comparator,intervention_3885,standard_inter_1324
1776,3885,NCT04406181,0,a survey,Comparator,intervention_3886,standard_inter_1325
1777,3886,NCT04406181,0,HADS,Comparator,intervention_3887,standard_inter_1324
1778,3887,NCT04406181,0,a survey,Comparator,intervention_3888,standard_inter_1325
1779,3888,NCT04406181,0,HADS,Comparator,intervention_3889,standard_inter_1324
1780,3889,NCT04406181,0,a survey,Comparator,intervention_3890,standard_inter_1325
1781,3895,NCT04406324,0,No Intervention,Comparator,intervention_3896,standard_inter_214
1782,3896,NCT04406389,C0724579,Enoxaparin sodium,Comparator,intervention_3897,standard_inter_1328
1783,3897,NCT04406389,C0019134,heparin,Comparator,intervention_3898,standard_inter_420
1784,3898,NCT04406389,0,Fondapariniux,Comparator,intervention_3899,standard_inter_1329
1785,3905,NCT04406532,0,Self-guided exercises,Comparator,intervention_3906,standard_inter_1333
1786,3906,NCT04406545,0,evaluation of skin microvascular flow and reactivity,Comparator,intervention_3907,standard_inter_1334
1787,3907,NCT04406545,0,evaluation of skin microvascular flow and reactivity,Comparator,intervention_3908,standard_inter_1334
1788,3909,NCT04406571,0,Data record,Comparator,intervention_3910,standard_inter_612
1789,3910,NCT04406571,0,Data record,Comparator,intervention_3911,standard_inter_612
1790,3912,NCT04407000,C1138226,favipiravir,Comparator,intervention_3913,standard_inter_149
1791,3913,NCT04407130,C0032042,Placebo,Comparator,intervention_3914,standard_inter_4
1792,3914,NCT04407130,C0032042,Placebo,Comparator,intervention_3915,standard_inter_4
1793,3915,NCT04407130,C0032042,Placebo,Comparator,intervention_3916,standard_inter_4
1794,3916,NCT04407143,0,IgG test,Comparator,intervention_3917,standard_inter_1335
1795,3917,NCT04407169,0,No Intervention,Comparator,intervention_3918,standard_inter_214
1796,3918,NCT04407169,0,No Intervention,Comparator,intervention_3919,standard_inter_214
1797,3921,NCT04407195,0,Exposure to the SARS-CoV-2,Comparator,intervention_3922,standard_inter_1337
1798,3923,NCT04407260,0,Oxygen Hood,Comparator,intervention_3924,standard_inter_1338
1799,3925,NCT04407273,0,observational,Comparator,intervention_3926,standard_inter_200
1800,3926,NCT04407273,0,observational,Comparator,intervention_3927,standard_inter_200
1801,3928,NCT04407299,0,self-administered structured questionnaire,Comparator,intervention_3929,standard_inter_1339
1802,3929,NCT04407299,0,self-administered structured questionnaire,Comparator,intervention_3930,standard_inter_1339
1803,3930,NCT04407390,C0032042,Placebo,Comparator,intervention_3931,standard_inter_4
1804,3932,NCT04407429,0,Laboratory Analyses,Comparator,intervention_3933,standard_inter_1341
1805,3933,NCT04407429,0,Laboratory Analyses,Comparator,intervention_3934,standard_inter_1341
1806,3934,NCT04407468,0,Prone position,Comparator,intervention_3935,standard_inter_726
1807,3935,NCT04407494,0,"Reporting of anosmia, ageusia and other clinical symptoms",Comparator,intervention_3936,standard_inter_1342
1808,3937,NCT04407507,C0032042,Placebo,Comparator,intervention_3938,standard_inter_4
1809,3940,NCT04407559,0,Serological analyses to be lead on a pre-existing biobank,Comparator,intervention_3941,standard_inter_1343
1810,3941,NCT04407559,0,Serological analyses to be lead on a pre-existing biobank,Comparator,intervention_3942,standard_inter_1343
1811,3942,NCT04407585,0,Covid-19 swab PCR test,Comparator,intervention_3943,standard_inter_1344
1812,3944,NCT04407663,0,Telemedicine to remote outpatient visit in bariatric patient,Comparator,intervention_3945,standard_inter_1345
1813,3946,NCT04407689,C0032042,Placebo,Comparator,intervention_3947,standard_inter_4
1814,3947,NCT04408001,0,Clinical interview,Comparator,intervention_3948,standard_inter_1346
1815,3948,NCT04408001,0,Blood collection,Comparator,intervention_3949,standard_inter_1347
1816,3949,NCT04408001,0,Saliva collection,Comparator,intervention_3950,standard_inter_796
1817,3950,NCT04408001,0,Clinical interview,Comparator,intervention_3951,standard_inter_1346
1818,3951,NCT04408001,0,Blood collection,Comparator,intervention_3952,standard_inter_1347
1819,3952,NCT04408001,0,Saliva collection,Comparator,intervention_3953,standard_inter_796
1820,3953,NCT04408014,0,Serological test,Comparator,intervention_3954,standard_inter_428
1821,3954,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3955,standard_inter_215
1822,3955,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3956,standard_inter_1348
1823,3956,NCT04408014,0,Serological test,Comparator,intervention_3957,standard_inter_428
1824,3957,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3958,standard_inter_215
1825,3958,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3959,standard_inter_1348
1826,3959,NCT04408014,0,Serological test,Comparator,intervention_3960,standard_inter_428
1827,3960,NCT04408014,0,Serological test,Comparator,intervention_3961,standard_inter_428
1828,3961,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3962,standard_inter_215
1829,3962,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3963,standard_inter_1348
1830,3963,NCT04408014,0,Serological test,Comparator,intervention_3964,standard_inter_428
1831,3964,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3965,standard_inter_215
1832,3965,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3966,standard_inter_1348
1833,3966,NCT04408014,0,Serological test,Comparator,intervention_3967,standard_inter_428
1834,3967,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3968,standard_inter_215
1835,3968,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3969,standard_inter_1348
1836,3969,NCT04408014,0,Serological test,Comparator,intervention_3970,standard_inter_428
1837,3970,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3971,standard_inter_215
1838,3971,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3972,standard_inter_1348
1839,3972,NCT04408014,0,Serological test,Comparator,intervention_3973,standard_inter_428
1840,3973,NCT04408014,0,Nasopharyngeal Swab,Comparator,intervention_3974,standard_inter_215
1841,3974,NCT04408014,0,Oropharyngeal Swab,Comparator,intervention_3975,standard_inter_1348
1842,3976,NCT04408040,C5383282,Convalescent Plasma,Comparator,intervention_3977,standard_inter_220
1843,3977,NCT04408040,C5383282,Convalescent Plasma,Comparator,intervention_3978,standard_inter_220
1844,3978,NCT04408040,C5383282,Convalescent Plasma,Comparator,intervention_3979,standard_inter_220
1845,3979,NCT04408040,C5383282,Convalescent Plasma,Comparator,intervention_3980,standard_inter_220
1846,3986,NCT04408170,0,Point-of-care test for SARS-CoV-2,Comparator,intervention_3987,standard_inter_1353
1847,3987,NCT04408170,0,Point-of-care test for SARS-CoV-2,Comparator,intervention_3988,standard_inter_1353
1848,3988,NCT04408170,0,Point-of-care test for SARS-CoV-2,Comparator,intervention_3989,standard_inter_1353
1849,3990,NCT04408183,C0032042,Placebo,Comparator,intervention_3991,standard_inter_4
1850,3994,NCT04408222,0,Awake proning,Comparator,intervention_3995,standard_inter_517
1851,3995,NCT04408235,C0206460,Enoxaparin,Comparator,intervention_3996,standard_inter_439
1852,3999,NCT04408326,C0003009,Angiotensin II,Comparator,intervention_4000,standard_inter_1356
1853,4000,NCT04408326,0,Interleukin-1 receptor antagonist,Comparator,intervention_4001,standard_inter_1357
1854,4004,NCT04408378,0,observation of covid 19 pneumonia,Comparator,intervention_4005,standard_inter_1358
1855,4005,NCT04408378,0,observation of covid 19 pneumonia,Comparator,intervention_4006,standard_inter_1358
1856,4006,NCT04408378,0,observation of covid 19 pneumonia,Comparator,intervention_4007,standard_inter_1358
1857,4007,NCT04408391,0,Brain MRI scan,Comparator,intervention_4008,standard_inter_1359
1858,4008,NCT04408391,0,Brain MRI scan,Comparator,intervention_4009,standard_inter_1359
1859,4009,NCT04408456,0,HCQ,Comparator,intervention_4010,standard_inter_649
1860,4010,NCT04408456,C2936643,Standard of Care,Comparator,intervention_4011,standard_inter_43
1861,4011,NCT04408456,C2936643,Standard of Care,Comparator,intervention_4012,standard_inter_43
1862,4016,NCT04409262,0,Remdesivir,Comparator,intervention_4017,standard_inter_77
1863,4017,NCT04409262,C0032042,Placebo,Comparator,intervention_4018,standard_inter_4
1864,4019,NCT04409327,C0032042,Placebo,Comparator,intervention_4020,standard_inter_4
1865,4020,NCT04409483,C2936643,Standard of Care,Comparator,intervention_4021,standard_inter_43
1866,4025,NCT04409496,0,SMS message support,Comparator,intervention_4026,standard_inter_1364
1867,4026,NCT04409496,0,Self-help booklet,Comparator,intervention_4027,standard_inter_1363
