nctid,studytype_id,Study_Type,
NCT04778020,studytype_9,Observational,
NCT04374591,studytype_8,Interventional,
NCT04355715,studytype_9,Observational,
NCT04359212,studytype_9,Observational,
NCT04847479,studytype_8,Interventional,
NCT04974203,studytype_8,Interventional,
NCT04894409,studytype_8,Interventional,
NCT04809480,studytype_9,Observational,
NCT04522817,studytype_8,Interventional,
NCT04349592,studytype_8,Interventional,
NCT04422574,studytype_9,Observational,
NCT04865029,studytype_8,Interventional,
NCT04592354,studytype_8,Interventional,
NCT04558385,studytype_9,Observational,
NCT04913129,studytype_8,Interventional,
NCT04537585,studytype_8,Interventional,
NCT04347980,studytype_8,Interventional,
NCT04339816,studytype_8,Interventional,
NCT04286503,studytype_8,Interventional,
NCT04654416,studytype_9,Observational,
NCT04870723,studytype_8,Interventional,
NCT04565067,studytype_9,Observational,
NCT04410939,studytype_9,Observational,
NCT04954287,studytype_8,Interventional,
NCT04632732,studytype_9,Observational,
NCT04348240,studytype_9,Observational,
NCT04760730,studytype_8,Interventional,
NCT04575532,studytype_9,Observational,
NCT04288102,studytype_8,Interventional,
NCT04702945,studytype_9,Observational,
NCT04351581,studytype_8,Interventional,
NCT04784546,studytype_9,Observational,
NCT04334005,studytype_8,Interventional,
NCT04459676,studytype_8,Interventional,
NCT04332913,studytype_9,Observational,
NCT04939532,studytype_8,Interventional,
NCT04795557,studytype_8,Interventional,
NCT04926779,studytype_8,Interventional,
NCT04323878,studytype_9,Observational,
NCT04310228,studytype_8,Interventional,
NCT04437693,studytype_8,Interventional,
NCT04501978,studytype_8,Interventional,
NCT04581863,studytype_8,Interventional,
NCT04613310,studytype_8,Interventional,
NCT04939519,studytype_8,Interventional,
NCT04811391,studytype_9,Observational,
NCT04689711,studytype_9,Observational,
NCT04343339,studytype_9,Observational,
NCT04470258,studytype_8,Interventional,
NCT04868448,studytype_9,Observational,
NCT04437121,studytype_9,Observational,
NCT04353206,studytype_8,Interventional,
NCT04508023,studytype_8,Interventional,
NCT04797858,studytype_8,Interventional,
NCT04716465,studytype_9,Observational,
NCT04559035,studytype_8,Interventional,
NCT04962347,studytype_9,Observational,
NCT04649333,studytype_9,Observational,
NCT04659759,studytype_9,Observational,
NCT04368845,studytype_8,Interventional,
NCT04686734,studytype_9,Observational,
NCT04606069,studytype_8,Interventional,
NCT04831866,studytype_9,Observational,
NCT04456439,studytype_5,Expanded Access:Intermediate-size Population,
NCT04832867,studytype_9,Observational,
NCT04684433,studytype_9,Observational,
NCT04575038,studytype_8,Interventional,
NCT04773665,studytype_8,Interventional,
NCT04509752,studytype_9,Observational,
NCT04715243,studytype_8,Interventional,
NCT04377750,studytype_8,Interventional,
NCT04828538,studytype_8,Interventional,
NCT04358081,studytype_8,Interventional,
NCT04751617,studytype_8,Interventional,
NCT04939415,studytype_8,Interventional,
NCT04885530,studytype_8,Interventional,
NCT04799873,studytype_9,Observational,
NCT04386694,studytype_8,Interventional,
NCT04789356,studytype_8,Interventional,
NCT04451291,studytype_8,Interventional,
NCT04771598,studytype_8,Interventional,
NCT04478539,studytype_8,Interventional,
NCT04460703,studytype_8,Interventional,
NCT04578509,studytype_9,Observational,
NCT04817319,studytype_8,Interventional,
NCT04347512,studytype_8,Interventional,
NCT04460274,studytype_9,Observational,
NCT04859881,studytype_9,Observational,
NCT04824495,studytype_9,Observational,
NCT04841707,studytype_8,Interventional,
NCT04514003,studytype_9,Observational,
NCT04512079,studytype_8,Interventional,
NCT04669925,studytype_9,Observational,
NCT04353323,studytype_9,Observational,
NCT04657263,studytype_9,Observational,
NCT04895189,studytype_9,Observational,
NCT04537650,studytype_9,Observational,
NCT04497402,studytype_9,Observational,
NCT04388813,studytype_9,Observational,
NCT04799652,studytype_9,Observational,
NCT04979091,studytype_9,Observational,
NCT04390074,studytype_9,Observational,
NCT04788459,studytype_8,Interventional,
NCT04650087,studytype_8,Interventional,
NCT04487691,studytype_8,Interventional,
NCT04422678,studytype_8,Interventional,
NCT04366765,studytype_9,Observational,
NCT04794387,studytype_9,Observational,
NCT04746521,studytype_9,Observational,
NCT04473248,studytype_8,Interventional,
NCT04473365,studytype_9,Observational,
NCT04842448,studytype_8,Interventional,
NCT04801524,studytype_8,Interventional,
NCT04412382,studytype_9,Observational,
NCT04813497,studytype_8,Interventional,
NCT04544891,studytype_9,Observational,
NCT04853901,studytype_8,Interventional,
NCT04353180,studytype_8,Interventional,
NCT04516486,studytype_9,Observational,
NCT04918849,studytype_9,Observational,
NCT04355767,studytype_8,Interventional,
NCT04395768,studytype_8,Interventional,
NCT04380376,studytype_8,Interventional,
NCT04412291,studytype_8,Interventional,
NCT04958161,studytype_8,Interventional,
NCT04817332,studytype_8,Interventional,
NCT04615429,studytype_8,Interventional,
NCT04344431,studytype_8,Interventional,
NCT04529460,studytype_9,Observational,
NCT04721236,studytype_8,Interventional,
NCT04647695,studytype_8,Interventional,
NCT04917523,studytype_8,Interventional,
NCT04800965,studytype_8,Interventional,
NCT04803409,studytype_8,Interventional,
NCT04623047,studytype_9,Observational,
NCT04870333,studytype_8,Interventional,
NCT04723563,studytype_8,Interventional,
NCT04516954,studytype_8,Interventional,
NCT04404426,studytype_8,Interventional,
NCT04821973,studytype_8,Interventional,
NCT04822012,studytype_9,Observational,
NCT04364984,studytype_9,Observational,
NCT04600895,studytype_8,Interventional,
NCT04341688,studytype_8,Interventional,
NCT04553055,studytype_9,Observational,
NCT04981314,studytype_8,Interventional,
NCT04818320,studytype_8,Interventional,
NCT04459312,studytype_9,Observational,
NCT04542408,studytype_8,Interventional,
NCT04924816,studytype_9,Observational,
NCT04655716,studytype_8,Interventional,
NCT04547660,studytype_8,Interventional,
NCT04353674,studytype_8,Interventional,
NCT04816786,studytype_9,Observational,
NCT04602442,studytype_8,Interventional,
NCT04662086,studytype_8,Interventional,
NCT04649944,studytype_9,Observational,
NCT04582331,studytype_9,Observational,
NCT04954222,studytype_9,Observational,
NCT04716972,studytype_9,Observational,
NCT04634318,studytype_8,Interventional,
NCT04420390,studytype_8,Interventional,
NCT04386564,studytype_9,Observational,
NCT04967586,studytype_9,Observational,
NCT04389840,studytype_8,Interventional,
NCT04485338,studytype_9,Observational,
NCT04843787,studytype_8,Interventional,
NCT04662073,studytype_8,Interventional,
NCT04836806,studytype_8,Interventional,
NCT04961255,studytype_9,Observational,
NCT04853108,studytype_9,Observational,
NCT04494893,studytype_9,Observational,
NCT04568122,studytype_8,Interventional,
NCT04662060,studytype_8,Interventional,
NCT04477668,studytype_8,Interventional,
NCT04483830,studytype_8,Interventional,
NCT04877808,studytype_9,Observational,
NCT04728828,studytype_9,Observational,
NCT04892979,studytype_8,Interventional,
NCT03305341,studytype_8,Interventional,
NCT04840966,studytype_9,Observational,
NCT04766788,studytype_9,Observational,
NCT04847102,studytype_8,Interventional,
NCT04982263,studytype_9,Observational,
NCT04501458,studytype_8,Interventional,
NCT04424004,studytype_9,Observational,
NCT04824677,studytype_9,Observational,
NCT04635241,studytype_8,Interventional,
NCT04629183,studytype_9,Observational,
NCT04606498,studytype_9,Observational,
NCT04892459,studytype_8,Interventional,
NCT04834128,studytype_8,Interventional,
NCT04555148,studytype_8,Interventional,
NCT04558203,studytype_9,Observational,
NCT04828135,studytype_8,Interventional,
NCT04387760,studytype_8,Interventional,
NCT04524715,studytype_8,Interventional,
NCT04743908,studytype_8,Interventional,
NCT04591613,studytype_8,Interventional,
NCT04523831,studytype_8,Interventional,
NCT04762628,studytype_8,Interventional,
NCT04403672,studytype_9,Observational,
NCT04650035,studytype_9,Observational,
NCT04344730,studytype_8,Interventional,
NCT04575168,studytype_9,Observational,
NCT04904510,studytype_8,Interventional,
NCT04599959,studytype_8,Interventional,
NCT04957940,studytype_8,Interventional,
NCT04502069,studytype_8,Interventional,
NCT04665245,studytype_9,Observational,
NCT04689542,studytype_8,Interventional,
NCT04529525,studytype_8,Interventional,
NCT04433325,studytype_9,Observational,
NCT04741178,studytype_9,Observational,
NCT04376580,studytype_9,Observational,
NCT04355247,studytype_8,Interventional,
NCT04536363,studytype_8,Interventional,
NCT04816071,studytype_8,Interventional,
NCT04860232,studytype_9,Observational,
NCT04476602,studytype_9,Observational,
NCT04827160,studytype_9,Observational,
NCT04652115,studytype_8,Interventional,
NCT04860245,studytype_9,Observational,
NCT04494867,studytype_8,Interventional,
NCT04361435,studytype_8,Interventional,
NCT04701996,studytype_9,Observational,
NCT04659707,studytype_8,Interventional,
NCT04631861,studytype_9,Observational,
NCT04487665,studytype_9,Observational,
NCT04670003,studytype_9,Observational,
NCT04539795,studytype_8,Interventional,
NCT04725097,studytype_9,Observational,
NCT04920773,studytype_8,Interventional,
NCT04847141,studytype_8,Interventional,
NCT04519502,studytype_9,Observational,
NCT04584606,studytype_9,Observational,
NCT04581928,studytype_9,Observational,
NCT04643054,studytype_8,Interventional,
NCT04521036,studytype_8,Interventional,
NCT04709068,studytype_9,Observational,
NCT04358926,studytype_8,Interventional,
NCT04470999,studytype_8,Interventional,
NCT04499300,studytype_9,Observational,
NCT04877704,studytype_8,Interventional,
NCT04832828,studytype_9,Observational,
NCT04887272,studytype_8,Interventional,
NCT04703036,studytype_8,Interventional,
NCT04898985,studytype_9,Observational,
NCT04590053,studytype_8,Interventional,
NCT04388527,studytype_8,Interventional,
NCT04496141,studytype_9,Observational,
NCT04793243,studytype_8,Interventional,
NCT04847518,studytype_8,Interventional,
NCT04949035,studytype_9,Observational,
NCT04387292,studytype_8,Interventional,
NCT04335305,studytype_8,Interventional,
NCT04655586,studytype_8,Interventional,
NCT04386239,studytype_8,Interventional,
NCT04497272,studytype_8,Interventional,
NCT04952857,studytype_8,Interventional,
NCT04558749,studytype_9,Observational,
NCT04920760,studytype_8,Interventional,
NCT04756128,studytype_8,Interventional,
NCT04849585,studytype_9,Observational,
NCT04801940,studytype_8,Interventional,
NCT04487444,studytype_8,Interventional,
NCT04951388,studytype_8,Interventional,
NCT04896606,studytype_8,Interventional,
NCT04338828,studytype_8,Interventional,
NCT04912895,studytype_8,Interventional,
NCT04709744,studytype_9,Observational,
NCT04871789,studytype_9,Observational,
NCT04628208,studytype_9,Observational,
NCT04647669,studytype_8,Interventional,
NCT04504734,studytype_8,Interventional,
NCT04786249,studytype_9,Observational,
NCT04523051,studytype_9,Observational,
NCT04936503,studytype_8,Interventional,
NCT04371952,studytype_8,Interventional,
NCT04784468,studytype_9,Observational,
NCT04614948,studytype_8,Interventional,
NCT04576351,studytype_9,Observational,
NCT04730427,studytype_8,Interventional,
NCT04793984,studytype_8,Interventional,
NCT04634799,studytype_8,Interventional,
NCT04636320,studytype_8,Interventional,
NCT04568889,studytype_8,Interventional,
NCT04695652,studytype_8,Interventional,
NCT04573855,studytype_8,Interventional,
NCT04529447,studytype_9,Observational,
NCT04860284,studytype_8,Interventional,
NCT04643561,studytype_8,Interventional,
NCT04896060,studytype_9,Observational,
NCT04584450,studytype_9,Observational,
NCT04828915,studytype_9,Observational,
NCT04780555,studytype_9,Observational,
NCT04570462,studytype_8,Interventional,
NCT04779749,studytype_9,Observational,
NCT04419571,studytype_9,Observational,
NCT04386265,studytype_9,Observational,
NCT04619719,studytype_8,Interventional,
NCT04390477,studytype_8,Interventional,
NCT04858620,studytype_8,Interventional,
NCT04409483,studytype_8,Interventional,
NCT04549922,studytype_8,Interventional,
NCT04534621,studytype_9,Observational,
NCT04597047,studytype_8,Interventional,
NCT04960215,studytype_8,Interventional,
NCT04801056,studytype_8,Interventional,
NCT04799444,studytype_9,Observational,
NCT04500626,studytype_8,Interventional,
NCT04769245,studytype_9,Observational,
NCT04822025,studytype_8,Interventional,
NCT04480060,studytype_9,Observational,
NCT04285190,studytype_8,Interventional,
NCT04780659,studytype_8,Interventional,
NCT04387643,studytype_9,Observational,
NCT04488562,studytype_9,Observational,
NCT04892797,studytype_9,Observational,
NCT04479319,studytype_9,Observational,
NCT04723537,studytype_8,Interventional,
NCT04347538,studytype_8,Interventional,
NCT04469647,studytype_9,Observational,
NCT04710303,studytype_8,Interventional,
NCT04568525,studytype_8,Interventional,
NCT04918927,studytype_8,Interventional,
NCT04838119,studytype_9,Observational,
NCT04813939,studytype_9,Observational,
NCT04623255,studytype_8,Interventional,
NCT04355026,studytype_8,Interventional,
NCT04910542,studytype_8,Interventional,
NCT04555213,studytype_8,Interventional,
NCT04673214,studytype_8,Interventional,
NCT04338360,studytype_5,Expanded Access:Intermediate-size Population,
NCT04847661,studytype_8,Interventional,
NCT04733170,studytype_9,Observational,
NCT04765449,studytype_8,Interventional,
NCT04764747,studytype_9,Observational,
NCT04526717,studytype_8,Interventional,
NCT04594356,studytype_9,Observational,
NCT04631536,studytype_8,Interventional,
NCT04767958,studytype_8,Interventional,
NCT04530656,studytype_8,Interventional,
NCT04666753,studytype_9,Observational,
NCT04880447,studytype_9,Observational,
NCT04966013,studytype_8,Interventional,
NCT04400058,studytype_8,Interventional,
NCT04843722,studytype_8,Interventional,
NCT04446104,studytype_8,Interventional,
NCT04898062,studytype_8,Interventional,
NCT04450277,studytype_9,Observational,
NCT04800120,studytype_8,Interventional,
NCT04374461,studytype_8,Interventional,
NCT04469114,studytype_8,Interventional,
NCT04604704,studytype_8,Interventional,
NCT04448145,studytype_9,Observational,
NCT04603690,studytype_8,Interventional,
NCT04391309,studytype_8,Interventional,
NCT04353336,studytype_8,Interventional,
NCT04377802,studytype_8,Interventional,
NCT04729595,studytype_8,Interventional,
NCT04927182,studytype_8,Interventional,
NCT04779047,studytype_8,Interventional,
NCT04732468,studytype_8,Interventional,
NCT04481646,studytype_9,Observational,
NCT04708912,studytype_9,Observational,
NCT04328272,studytype_8,Interventional,
NCT04378777,studytype_9,Observational,
NCT04771052,studytype_9,Observational,
NCT04659304,studytype_8,Interventional,
NCT04516915,studytype_8,Interventional,
NCT04674553,studytype_9,Observational,
NCT04689672,studytype_9,Observational,
NCT04973462,studytype_8,Interventional,
NCT04714515,studytype_9,Observational,
NCT04343092,studytype_8,Interventional,
NCT04864535,studytype_9,Observational,
NCT04505774,studytype_8,Interventional,
NCT04418206,studytype_8,Interventional,
NCT04868890,studytype_8,Interventional,
NCT04878913,studytype_9,Observational,
NCT04584710,studytype_8,Interventional,
NCT04387786,studytype_9,Observational,
NCT04507256,studytype_8,Interventional,
NCT04734223,studytype_9,Observational,
NCT04506229,studytype_9,Observational,
NCT04669990,studytype_9,Observational,
NCT04878068,studytype_9,Observational,
NCT04981743,studytype_8,Interventional,
NCT04713852,studytype_9,Observational,
NCT04880642,studytype_8,Interventional,
NCT04610489,studytype_8,Interventional,
NCT04334252,studytype_9,Observational,
NCT04594343,studytype_8,Interventional,
NCT04941053,studytype_9,Observational,
NCT04770740,studytype_8,Interventional,
NCT04724629,studytype_8,Interventional,
NCT04627584,studytype_8,Interventional,
NCT04694612,studytype_8,Interventional,
NCT04565392,studytype_8,Interventional,
NCT04703478,studytype_8,Interventional,
NCT04526990,studytype_8,Interventional,
NCT04438070,studytype_8,Interventional,
NCT04327531,studytype_9,Observational,
NCT04589949,studytype_8,Interventional,
NCT04738045,studytype_8,Interventional,
NCT04570501,studytype_8,Interventional,
NCT04605952,studytype_9,Observational,
NCT04480138,studytype_8,Interventional,
NCT04613297,studytype_8,Interventional,
NCT04339426,studytype_8,Interventional,
NCT04542876,studytype_8,Interventional,
NCT04651413,studytype_9,Observational,
NCT04544033,studytype_9,Observational,
NCT04817397,studytype_9,Observational,
NCT04506268,studytype_8,Interventional,
NCT04325412,studytype_9,Observational,
NCT04840459,studytype_8,Interventional,
NCT04341103,studytype_9,Observational,
NCT04341285,studytype_8,Interventional,
NCT04418245,studytype_9,Observational,
NCT04350320,studytype_8,Interventional,
NCT04840992,studytype_8,Interventional,
NCT04380987,studytype_9,Observational,
NCT04864015,studytype_8,Interventional,
NCT04733651,studytype_8,Interventional,
NCT04680819,studytype_9,Observational,
NCT04714138,studytype_9,Observational,
NCT04950803,studytype_8,Interventional,
NCT04466241,studytype_8,Interventional,
NCT04859244,studytype_8,Interventional,
NCT04354584,studytype_9,Observational,
NCT04909476,studytype_9,Observational,
NCT04780685,studytype_8,Interventional,
NCT04343651,studytype_8,Interventional,
NCT04716647,studytype_8,Interventional,
NCT04809389,studytype_8,Interventional,
NCT04656444,studytype_9,Observational,
NCT04368221,studytype_9,Observational,
NCT04708327,studytype_8,Interventional,
NCT04343794,studytype_8,Interventional,
NCT04525911,studytype_9,Observational,
NCT04629157,studytype_8,Interventional,
NCT04519034,studytype_9,Observational,
NCT04566770,studytype_8,Interventional,
NCT04845191,studytype_8,Interventional,
NCT04331665,studytype_8,Interventional,
NCT04591015,studytype_8,Interventional,
NCT04524663,studytype_8,Interventional,
NCT04373759,studytype_9,Observational,
NCT04927169,studytype_8,Interventional,
NCT04621903,studytype_8,Interventional,
NCT04606784,studytype_8,Interventional,
NCT04368260,studytype_8,Interventional,
NCT04625114,studytype_8,Interventional,
NCT04832880,studytype_8,Interventional,
NCT04560608,studytype_9,Observational,
NCT04406038,studytype_9,Observational,
NCT04503434,studytype_9,Observational,
NCT04371679,studytype_9,Observational,
NCT04373096,studytype_8,Interventional,
NCT04560855,studytype_9,Observational,
NCT04409509,studytype_8,Interventional,
NCT04379375,studytype_8,Interventional,
NCT04880161,studytype_8,Interventional,
NCT04542200,studytype_9,Observational,
NCT04537806,studytype_8,Interventional,
NCT04818463,studytype_9,Observational,
NCT04352491,studytype_9,Observational,
NCT04372589,studytype_8,Interventional,
NCT04318444,studytype_8,Interventional,
NCT04644185,studytype_8,Interventional,
NCT04932915,studytype_8,Interventional,
NCT04537858,studytype_8,Interventional,
NCT04477213,studytype_9,Observational,
NCT04474340,studytype_8,Interventional,
NCT04790240,studytype_8,Interventional,
NCT04740658,studytype_9,Observational,
NCT04402203,studytype_8,Interventional,
NCT04462393,studytype_9,Observational,
NCT04435717,studytype_8,Interventional,
NCT04454398,studytype_8,Interventional,
NCT04887129,studytype_8,Interventional,
NCT04357574,studytype_9,Observational,
NCT04505722,studytype_8,Interventional,
NCT04370288,studytype_8,Interventional,
NCT04704388,studytype_9,Observational,
NCT04776317,studytype_8,Interventional,
NCT04898127,studytype_8,Interventional,
NCT04467840,studytype_8,Interventional,
NCT04866589,studytype_8,Interventional,
NCT04352751,studytype_8,Interventional,
NCT04596839,studytype_8,Interventional,
NCT04869397,studytype_8,Interventional,
NCT04950725,studytype_8,Interventional,
NCT04623385,studytype_8,Interventional,
NCT04903184,studytype_8,Interventional,
NCT04777981,studytype_8,Interventional,
NCT04388670,studytype_9,Observational,
NCT04498377,studytype_8,Interventional,
NCT04363502,studytype_8,Interventional,
NCT04783311,studytype_8,Interventional,
NCT04435314,studytype_8,Interventional,
NCT04384731,studytype_8,Interventional,
NCT04914377,studytype_8,Interventional,
NCT04374487,studytype_8,Interventional,
NCT04640181,studytype_8,Interventional,
NCT04902183,studytype_8,Interventional,
NCT04502472,studytype_8,Interventional,
NCT04584411,studytype_9,Observational,
NCT04848441,studytype_9,Observational,
NCT04377685,studytype_9,Observational,
NCT04563689,studytype_8,Interventional,
NCT04418128,studytype_8,Interventional,
NCT04685655,studytype_8,Interventional,
NCT04810637,studytype_8,Interventional,
NCT04964583,studytype_8,Interventional,
NCT04412018,studytype_8,Interventional,
NCT04625738,studytype_8,Interventional,
NCT04366154,studytype_9,Observational,
NCT04865133,studytype_9,Observational,
NCT04614883,studytype_8,Interventional,
NCT04683328,studytype_8,Interventional,
NCT04980508,studytype_8,Interventional,
NCT04318015,studytype_8,Interventional,
NCT04468139,studytype_8,Interventional,
NCT04581291,studytype_8,Interventional,
NCT04522076,studytype_9,Observational,
NCT04387890,studytype_9,Observational,
NCT04408170,studytype_9,Observational,
NCT04341038,studytype_8,Interventional,
NCT04828668,studytype_8,Interventional,
NCT04558021,studytype_8,Interventional,
NCT04667442,studytype_9,Observational,
NCT04336657,studytype_9,Observational,
NCT04362137,studytype_8,Interventional,
NCT04363008,studytype_9,Observational,
NCT04347239,studytype_8,Interventional,
NCT04389671,studytype_8,Interventional,
NCT04558424,studytype_8,Interventional,
NCT04383886,studytype_9,Observational,
NCT04440007,studytype_8,Interventional,
NCT04518969,studytype_8,Interventional,
NCT04551768,studytype_8,Interventional,
NCT04403932,studytype_9,Observational,
NCT04366024,studytype_9,Observational,
NCT04551781,studytype_8,Interventional,
NCT04930770,studytype_8,Interventional,
NCT04847544,studytype_8,Interventional,
NCT04497246,studytype_9,Observational,
NCT04651400,studytype_9,Observational,
NCT04475120,studytype_8,Interventional,
NCT04441398,studytype_8,Interventional,
NCT04884295,studytype_8,Interventional,
NCT04358029,studytype_9,Observational,
NCT04486508,studytype_8,Interventional,
NCT04742946,studytype_8,Interventional,
NCT04900129,studytype_8,Interventional,
NCT04416139,studytype_8,Interventional,
NCT04662671,studytype_8,Interventional,
NCT04429334,studytype_8,Interventional,
NCT04805892,studytype_8,Interventional,
NCT04356677,studytype_8,Interventional,
NCT04646044,studytype_8,Interventional,
NCT04407689,studytype_8,Interventional,
NCT04812327,studytype_9,Observational,
NCT04386668,studytype_8,Interventional,
NCT04379076,studytype_8,Interventional,
NCT04423861,studytype_8,Interventional,
NCT04545541,studytype_8,Interventional,
NCT04885478,studytype_9,Observational,
NCT04592510,studytype_9,Observational,
NCT04577378,studytype_8,Interventional,
NCT04752085,studytype_9,Observational,
NCT04568876,studytype_8,Interventional,
NCT04551898,studytype_8,Interventional,
NCT04952805,studytype_8,Interventional,
NCT04338568,studytype_8,Interventional,
NCT04352764,studytype_9,Observational,
NCT04445220,studytype_8,Interventional,
NCT04377997,studytype_8,Interventional,
NCT04275245,studytype_8,Interventional,
NCT04760743,studytype_8,Interventional,
NCT04930120,studytype_9,Observational,
NCT04375709,studytype_9,Observational,
NCT04445493,studytype_9,Observational,
NCT04474288,studytype_9,Observational,
NCT04886362,studytype_8,Interventional,
NCT04445610,studytype_9,Observational,
NCT04348474,studytype_8,Interventional,
NCT04887246,studytype_9,Observational,
NCT04579289,studytype_9,Observational,
NCT04380714,studytype_9,Observational,
NCT04583410,studytype_8,Interventional,
NCT04784689,studytype_9,Observational,
NCT04894266,studytype_8,Interventional,
NCT04537208,studytype_8,Interventional,
NCT04898205,studytype_8,Interventional,
NCT04396067,studytype_8,Interventional,
NCT04534712,studytype_9,Observational,
NCT04751669,studytype_8,Interventional,
NCT04922957,studytype_8,Interventional,
NCT04492358,studytype_8,Interventional,
NCT04678700,studytype_8,Interventional,
NCT04799600,studytype_9,Observational,
NCT04438837,studytype_8,Interventional,
NCT04302519,studytype_8,Interventional,
NCT04603677,studytype_9,Observational,
NCT04900337,studytype_8,Interventional,
NCT04482361,studytype_9,Observational,
NCT04349202,studytype_9,Observational,
NCT04403880,studytype_9,Observational,
NCT04907994,studytype_9,Observational,
NCT04451317,studytype_9,Observational,
NCT04854837,studytype_9,Observational,
NCT04563156,studytype_9,Observational,
NCT04519125,studytype_8,Interventional,
NCT04622826,studytype_8,Interventional,
NCT04535063,studytype_8,Interventional,
NCT04390061,studytype_8,Interventional,
NCT04528901,studytype_9,Observational,
NCT04750343,studytype_8,Interventional,
NCT04816682,studytype_8,Interventional,
NCT04350580,studytype_8,Interventional,
NCT04700163,studytype_8,Interventional,
NCT04435275,studytype_8,Interventional,
NCT04742738,studytype_8,Interventional,
NCT04537572,studytype_8,Interventional,
NCT04724538,studytype_8,Interventional,
NCT04898738,studytype_8,Interventional,
NCT04674644,studytype_8,Interventional,
NCT04481685,studytype_8,Interventional,
NCT04895371,studytype_8,Interventional,
NCT04333589,studytype_8,Interventional,
NCT03348670,studytype_8,Interventional,
NCT04442165,studytype_9,Observational,
NCT04762680,studytype_8,Interventional,
NCT04495816,studytype_8,Interventional,
NCT04448756,studytype_8,Interventional,
NCT04400032,studytype_8,Interventional,
NCT04695457,studytype_9,Observational,
NCT04569227,studytype_8,Interventional,
NCT04900259,studytype_9,Observational,
NCT04447222,studytype_9,Observational,
NCT04366141,studytype_8,Interventional,
NCT04416438,studytype_9,Observational,
NCT04554433,studytype_8,Interventional,
NCT04357327,studytype_8,Interventional,
NCT04564716,studytype_8,Interventional,
NCT04898946,studytype_9,Observational,
NCT04668911,studytype_9,Observational,
NCT04706260,studytype_9,Observational,
NCT04884685,studytype_8,Interventional,
NCT04383535,studytype_8,Interventional,
NCT04442178,studytype_8,Interventional,
NCT04426201,studytype_8,Interventional,
NCT04361565,studytype_9,Observational,
NCT04728698,studytype_8,Interventional,
NCT04981392,studytype_8,Interventional,
NCT04982068,studytype_8,Interventional,
NCT04477083,studytype_8,Interventional,
NCT04345653,studytype_8,Interventional,
NCT04548895,studytype_9,Observational,
NCT04293692,studytype_8,Interventional,
NCT04474301,studytype_9,Observational,
NCT04805645,studytype_9,Observational,
NCT04954131,studytype_8,Interventional,
NCT04590794,studytype_9,Observational,
NCT04584593,studytype_8,Interventional,
NCT04730401,studytype_8,Interventional,
NCT04393324,studytype_9,Observational,
NCT04366271,studytype_8,Interventional,
NCT04394793,studytype_8,Interventional,
NCT04521322,studytype_8,Interventional,
NCT04854876,studytype_8,Interventional,
NCT04753619,studytype_8,Interventional,
NCT04500639,studytype_9,Observational,
NCT04366232,studytype_8,Interventional,
NCT04338009,studytype_8,Interventional,
NCT04524520,studytype_9,Observational,
NCT04470297,studytype_8,Interventional,
NCT04980560,studytype_9,Observational,
NCT04528771,studytype_8,Interventional,
NCT04956913,studytype_9,Observational,
NCT04345276,studytype_8,Interventional,
NCT04291729,studytype_8,Interventional,
NCT04743011,studytype_8,Interventional,
NCT04342663,studytype_8,Interventional,
NCT04739020,studytype_8,Interventional,
NCT04405466,studytype_9,Observational,
NCT04694703,studytype_9,Observational,
NCT04608266,studytype_8,Interventional,
NCT04824222,studytype_8,Interventional,
NCT04780126,studytype_9,Observational,
NCT04507282,studytype_9,Observational,
NCT04334265,studytype_8,Interventional,
NCT04371640,studytype_8,Interventional,
NCT04732819,studytype_8,Interventional,
NCT04885543,studytype_9,Observational,
NCT04587375,studytype_9,Observational,
NCT04553705,studytype_8,Interventional,
NCT04910113,studytype_9,Observational,
NCT04467008,studytype_9,Observational,
NCT04805203,studytype_8,Interventional,
NCT04874740,studytype_9,Observational,
NCT04703140,studytype_8,Interventional,
NCT04548557,studytype_8,Interventional,
NCT04497389,studytype_8,Interventional,
NCT04791072,studytype_8,Interventional,
NCT04952402,studytype_8,Interventional,
NCT04368988,studytype_8,Interventional,
NCT04540926,studytype_8,Interventional,
NCT04632355,studytype_9,Observational,
NCT04922931,studytype_9,Observational,
NCT04668222,studytype_8,Interventional,
NCT04347278,studytype_9,Observational,
NCT04416113,studytype_8,Interventional,
NCT04476940,studytype_8,Interventional,
NCT04561063,studytype_8,Interventional,
NCT04800133,studytype_8,Interventional,
NCT04527224,studytype_8,Interventional,
NCT04652102,studytype_8,Interventional,
NCT04363749,studytype_8,Interventional,
NCT04730895,studytype_8,Interventional,
NCT04519372,studytype_9,Observational,
NCT04379284,studytype_9,Observational,
NCT04905888,studytype_8,Interventional,
NCT04568863,studytype_8,Interventional,
NCT04382053,studytype_8,Interventional,
NCT04565379,studytype_8,Interventional,
NCT04834869,studytype_9,Observational,
NCT04733807,studytype_9,Observational,
NCT04740320,studytype_9,Observational,
NCT04370275,studytype_9,Observational,
NCT04533399,studytype_8,Interventional,
NCT04746443,studytype_9,Observational,
NCT04484493,studytype_8,Interventional,
NCT04364893,studytype_8,Interventional,
NCT04379297,studytype_9,Observational,
NCT04530409,studytype_8,Interventional,
NCT04335019,studytype_9,Observational,
NCT04710316,studytype_8,Interventional,
NCT04584567,studytype_8,Interventional,
NCT04583995,studytype_8,Interventional,
NCT04653831,studytype_8,Interventional,
NCT04610801,studytype_8,Interventional,
NCT04344756,studytype_8,Interventional,
NCT04512027,studytype_8,Interventional,
NCT04666246,studytype_9,Observational,
